OTU,B15MPa,B15MPaII,B30MPa,B30MPaII,B8MPa,BOrigin,B8MPaII,Kingdom,Phylum,Class,Order,Family,Genus,Species
d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__uncultured;s__uncultured_delta,0,0,0,0,0,1,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Nannocystales,f__Nannocystaceae,g__uncultured,s__uncultured_delta
d__Bacteria;p__Myxococcota;c__Polyangia;o__PS-B29;f__PS-B29;g__PS-B29;s__uncultured_bacterium,0,0,0,2,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__PS-B29,f__PS-B29,g__PS-B29,s__uncultured_bacterium
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41;__,0,0,0,0,1,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__BIrii41,__
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__BIrii41;g__BIrii41;s__uncultured_bacterium,0,0,0,0,0,1,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__BIrii41,g__BIrii41,s__uncultured_bacterium
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6;g__Eel-36e1D6;s__uncultured_Polyangiaceae,0,1,0,0,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Eel-36e1D6,g__Eel-36e1D6,s__uncultured_Polyangiaceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Eel-36e1D6;g__Eel-36e1D6;s__uncultured_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Eel-36e1D6,g__Eel-36e1D6,s__uncultured_bacterium
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Phaselicystidaceae;g__Phaselicystis;__,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Phaselicystidaceae,g__Phaselicystis,__
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;s__metagenome,0,0,0,8,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,s__metagenome
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;s__uncultured_Polyangiaceae,1,0,0,0,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Polyangiaceae,g__Pajaroellobacter,s__uncultured_Polyangiaceae
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__Sandaracinus;__,0,0,0,0,2,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__Sandaracinus,__
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;__,10,2,0,15,1,2,1,d__Bacteria,p__Myxococcota,c__Polyangia,o__Polyangiales,f__Sandaracinaceae,g__uncultured,__
d__Bacteria;p__Myxococcota;c__Polyangia;o__UASB-TL25;f__UASB-TL25;g__UASB-TL25;s__uncultured_delta,0,0,0,3,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__UASB-TL25,f__UASB-TL25,g__UASB-TL25,s__uncultured_delta
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70;g__VHS-B3-70;__,3,0,0,0,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__VHS-B3-70,f__VHS-B3-70,g__VHS-B3-70,__
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70;g__VHS-B3-70;s__uncultured_Geobacter,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__VHS-B3-70,f__VHS-B3-70,g__VHS-B3-70,s__uncultured_Geobacter
d__Bacteria;p__Myxococcota;c__Polyangia;o__VHS-B3-70;f__VHS-B3-70;g__VHS-B3-70;s__uncultured_delta,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota,c__Polyangia,o__VHS-B3-70,f__VHS-B3-70,g__VHS-B3-70,s__uncultured_delta
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25;__,0,0,0,0,2,0,0,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,__
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25;s__Deltaproteobacteria_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,s__Deltaproteobacteria_bacterium
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25;s__uncultured_Geobacter,0,0,0,0,0,2,0,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,s__uncultured_Geobacter
d__Bacteria;p__Myxococcota;c__bacteriap25;o__bacteriap25;f__bacteriap25;g__bacteriap25;s__uncultured_deep-sea,0,0,0,0,0,2,0,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25,s__uncultured_deep-sea
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;__,30,0,0,35,14,7,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,__
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__hydrothermal_vent,0,0,0,0,1,2,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__hydrothermal_vent
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Acidobacteria,4,2,0,5,0,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Acidobacteria
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Colwellia,0,0,0,1,1,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Colwellia
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Desulfoglaeba,0,0,0,6,0,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Desulfoglaeba
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Desulfuromonadaceae,0,1,0,0,0,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Desulfuromonadaceae
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Gemmatimonadetes,0,0,0,0,2,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Gemmatimonadetes
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Green,0,0,0,0,0,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Green
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Myxococcales,0,1,0,0,0,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Myxococcales
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_Planctomycetaceae,0,0,0,0,3,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_Planctomycetaceae
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_bacterium,1,0,0,1,2,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_bacterium
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_deep-sea,0,0,0,2,8,3,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_deep-sea
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_delta,2,0,0,5,1,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_delta
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_gamma,10,0,0,1,2,2,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_gamma
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_marine,0,0,0,2,0,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_marine
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_organism,0,0,0,0,2,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_organism
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_prokaryote,0,0,0,0,2,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_prokaryote
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__uncultured_sediment,1,0,0,4,4,1,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__uncultured_sediment
d__Bacteria;p__NB1-j;c__NB1-j;o__NB1-j;f__NB1-j;g__NB1-j;s__unidentified_bacterium,0,0,0,0,3,0,0,d__Bacteria,p__NB1-j,c__NB1-j,o__NB1-j,f__NB1-j,g__NB1-j,s__unidentified_bacterium
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15;__,1,0,0,0,0,0,0,d__Bacteria,p__NKB15,c__NKB15,o__NKB15,f__NKB15,g__NKB15,__
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15;s__uncultured_bacterium,0,0,0,3,0,0,0,d__Bacteria,p__NKB15,c__NKB15,o__NKB15,f__NKB15,g__NKB15,s__uncultured_bacterium
d__Bacteria;p__NKB15;c__NKB15;o__NKB15;f__NKB15;g__NKB15;s__uncultured_hydrocarbon,1,0,0,3,0,0,0,d__Bacteria,p__NKB15,c__NKB15,o__NKB15,f__NKB15,g__NKB15,s__uncultured_hydrocarbon
d__Bacteria;p__Nitrospinota;__;__;__;__;__,0,0,0,1,0,0,0,d__Bacteria,p__Nitrospinota,__,__,__,__,__
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;__,3,2,0,0,0,0,0,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitrospina,__
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__uncultured_deep-sea,0,0,0,0,1,0,0,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitrospina,s__uncultured_deep-sea
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__Nitrospina;s__uncultured_delta,1,0,0,0,0,0,0,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__Nitrospina,s__uncultured_delta
d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae;g__uncultured;s__uncultured_deep-sea,0,0,0,0,1,0,0,d__Bacteria,p__Nitrospinota,c__Nitrospinia,o__Nitrospinales,f__Nitrospinaceae,g__uncultured,s__uncultured_deep-sea
d__Bacteria;p__Nitrospinota;c__P9X2b3D02;o__P9X2b3D02;f__P9X2b3D02;g__P9X2b3D02;s__uncultured_bacterium,1,0,0,0,1,0,0,d__Bacteria,p__Nitrospinota,c__P9X2b3D02,o__P9X2b3D02,f__P9X2b3D02,g__P9X2b3D02,s__uncultured_bacterium
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;__,0,0,0,4,1,2,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,__
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Nitrospira_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira_bacterium
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__Nitrospira_sp.,0,0,0,2,0,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__Nitrospira_sp.
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Cytophaga,0,0,0,3,1,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_Cytophaga
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Nitrospira,0,0,0,0,1,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_Nitrospira
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_Nitrospirae,0,0,0,1,0,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_Nitrospirae
d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__uncultured_deep-sea,0,0,0,0,2,0,0,d__Bacteria,p__Nitrospirota,c__Nitrospiria,o__Nitrospirales,f__Nitrospiraceae,g__Nitrospira,s__uncultured_deep-sea
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;__;__;__;__,0,0,0,1,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,__,__,__,__
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Thermodesulfovibrionaceae;g__Thermodesulfovibrio;__,0,0,0,3,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__Thermodesulfovibrionales,f__Thermodesulfovibrionaceae,g__Thermodesulfovibrio,__
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;__,0,1,0,71,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,__
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__marine_sediment,0,0,0,5,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__marine_sediment
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Acidobacteria,0,0,0,1,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__uncultured_Acidobacteria
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Nitrospiraceae,3,0,0,10,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__uncultured_Nitrospiraceae
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_Nitrospirae,0,0,0,9,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__uncultured_Nitrospirae
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_bacterium,1,1,0,35,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__uncultured_bacterium
d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__uncultured;f__uncultured;g__uncultured;s__uncultured_prokaryote,0,1,0,1,0,0,0,d__Bacteria,p__Nitrospirota,c__Thermodesulfovibrionia,o__uncultured,f__uncultured,g__uncultured,s__uncultured_prokaryote
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f;g__PAUC34f;__,0,0,0,0,1,0,0,d__Bacteria,p__PAUC34f,c__PAUC34f,o__PAUC34f,f__PAUC34f,g__PAUC34f,__
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f;g__PAUC34f;s__uncultured_Deferribacteres,0,0,0,0,0,1,0,d__Bacteria,p__PAUC34f,c__PAUC34f,o__PAUC34f,f__PAUC34f,g__PAUC34f,s__uncultured_Deferribacteres
d__Bacteria;p__PAUC34f;c__PAUC34f;o__PAUC34f;f__PAUC34f;g__PAUC34f;s__uncultured_gamma,0,0,0,0,1,0,0,d__Bacteria,p__PAUC34f,c__PAUC34f,o__PAUC34f,f__PAUC34f,g__PAUC34f,s__uncultured_gamma
d__Bacteria;p__Patescibacteria;c__ABY1;__;__;__;__,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__ABY1,__,__,__,__
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Buchananbacteria;f__Candidatus_Buchananbacteria;g__Candidatus_Buchananbacteria;s__uncultured_deep-sea,2,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Buchananbacteria,f__Candidatus_Buchananbacteria,g__Candidatus_Buchananbacteria,s__uncultured_deep-sea
d__Bacteria;p__Patescibacteria;c__ABY1;o__Candidatus_Kerfeldbacteria;f__Candidatus_Kerfeldbacteria;g__Candidatus_Kerfeldbacteria;s__uncultured_bacterium,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__ABY1,o__Candidatus_Kerfeldbacteria,f__Candidatus_Kerfeldbacteria,g__Candidatus_Kerfeldbacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;__,1,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__Candidatus_Peregrinibacteria,g__Candidatus_Peregrinibacteria,__
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__bacterium_WH3-1,0,0,1,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__Candidatus_Peregrinibacteria,g__Candidatus_Peregrinibacteria,s__bacterium_WH3-1
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Candidatus_Peregrinibacteria;f__Candidatus_Peregrinibacteria;g__Candidatus_Peregrinibacteria;s__uncultured_bacterium,5,2,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Candidatus_Peregrinibacteria,f__Candidatus_Peregrinibacteria,g__Candidatus_Peregrinibacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;__,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,__
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__bacterium_enrichment,3,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__bacterium_enrichment
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_bacterium,2,0,0,6,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_deep-sea,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__uncultured_deep-sea
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_marine,4,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__uncultured_marine
d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Gracilibacteria;f__Gracilibacteria;g__Gracilibacteria;s__uncultured_sediment,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Gracilibacteria,o__Gracilibacteria,f__Gracilibacteria,g__Gracilibacteria,s__uncultured_sediment
d__Bacteria;p__Patescibacteria;c__Kazania;o__Kazania;f__Kazania;g__Kazania;s__uncultured_bacterium,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Kazania,o__Kazania,f__Kazania,g__Kazania,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Chisholmbacteria;f__Candidatus_Chisholmbacteria;g__Candidatus_Chisholmbacteria;__,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Chisholmbacteria,f__Candidatus_Chisholmbacteria,g__Candidatus_Chisholmbacteria,__
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Chisholmbacteria;f__Candidatus_Chisholmbacteria;g__Candidatus_Chisholmbacteria;s__Candidatus_Chisholmbacteria,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Chisholmbacteria,f__Candidatus_Chisholmbacteria,g__Candidatus_Chisholmbacteria,s__Candidatus_Chisholmbacteria
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Chisholmbacteria;f__Candidatus_Chisholmbacteria;g__Candidatus_Chisholmbacteria;s__uncultured_bacterium,0,0,0,2,0,0,0,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Chisholmbacteria,f__Candidatus_Chisholmbacteria,g__Candidatus_Chisholmbacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria;s__uncultured_bacterium,1,0,2,4,1,0,3,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Candidatus_Woesebacteria,f__Candidatus_Woesebacteria,g__Candidatus_Woesebacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Parcubacteria;__;__;__;__,4,0,0,19,0,0,2,d__Bacteria,p__Patescibacteria,c__Parcubacteria,__,__,__,__
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Colwellbacteria;f__Candidatus_Colwellbacteria;g__Candidatus_Colwellbacteria;s__uncultured_bacterium,0,0,0,1,0,0,1,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Colwellbacteria,f__Candidatus_Colwellbacteria,g__Candidatus_Colwellbacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;s__uncultured_deep-sea,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Kaiserbacteria,f__Candidatus_Kaiserbacteria,g__Candidatus_Kaiserbacteria,s__uncultured_deep-sea
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria;s__uncultured_deep-sea,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,s__uncultured_deep-sea
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Vogelbacteria;f__Candidatus_Vogelbacteria;g__Candidatus_Vogelbacteria;s__uncultured_bacterium,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Vogelbacteria,f__Candidatus_Vogelbacteria,g__Candidatus_Vogelbacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Yanofskybacteria;f__Candidatus_Yanofskybacteria;g__Candidatus_Yanofskybacteria;s__uncultured_bacterium,1,0,0,0,0,0,0,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Yanofskybacteria,f__Candidatus_Yanofskybacteria,g__Candidatus_Yanofskybacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__GWB1-42-6;f__GWB1-42-6;g__GWB1-42-6;__,0,0,0,0,0,0,1,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__GWB1-42-6,f__GWB1-42-6,g__GWB1-42-6,__
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria;g__Parcubacteria;s__uncultured_bacterium,0,0,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Parcubacteria,f__Parcubacteria,g__Parcubacteria,s__uncultured_bacterium
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;__,7,39,13,95,11,3,31,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,__
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__uncultured_Epsilonproteobacteria,1,1,0,1,0,0,0,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadales,g__Saccharimonadales,s__uncultured_Epsilonproteobacteria
